business_id,business_name,city,state,categories,review_id,clean_text,date,review_stars,review_length
XukG-TOyJI-7Pf7IKnO7hg,Tosco's Restaurant,Pennsburg,PA,"Restaurants, Pizza, Italian",716BqF7YD-eAiI0PpYL9jw,easy online ordering food was good we had a cheesesteak with fried onions mozzarella sticks onion rings and a pizza steak one thing i didnt like was that the cheese steak automatically comes with sauce it doesnt mention this on the menu so i didnt know to order it without sauce,2015-04-29 00:34:18,4,51
1PYqegX1SruVbkCsRF-4lA,Opry Backstage Grill,Nashville,TN,"Southern, American (Traditional), Restaurants",DOAXpEIaGVpo_LSUrSWZtQ,i hate to say it because nashville was on my bucket list but this place shattered my visions of a perfect trip even after an amazing show at the grand ole opry our waitress said all of two words to us never checked on us after she delivered our food and i had to ask the manager for a refill on my glass of water when she finally did she brought 2 of the 3 of us water but never brought me a glass and i was the one who ordered nashville hot chicken the food was average the live musician was good but it was really loud and we couldnt hear ourselves talking and we were pretty far from the stage,2017-07-10 21:03:15,1,122
6x6rR-SErwOo3xF2AzXVHA,Newfields: A Place for Nature and the Arts,Indianapolis,IN,"Shopping, Art Galleries, Venues & Event Spaces, Event Planning & Services, Active Life, Museums, Art Museums, Botanical Gardens, Arts & Entertainment, Parks",DvAvlqRTN4n5CmdeJ8iEAw,amazing cant believe ive never really heard of this before a huge eclectic collection including greats such as monet and chagall from design to textiles to portraits to landscapes it was all there even a lot of contemporary art asian and african art we were there too late and it was cold but they also have a huge outdoor area of art to explore the architecture of the museum rivaled the great museums ive seen around the world best of all we randomly went on one of their many free days will be back i hope,2016-03-20 23:45:52,5,96
W4ZEKkva9HpAdZG88juwyQ,Mr. B's Bistro,New Orleans,LA,"Bars, Breakfast & Brunch, Restaurants, Barbeque, Cajun/Creole, Cafes, Cocktail Bars, Nightlife",tKDPBpQ8oPpx9qXlDgvzeA,id call it a hidden gem but the secret is out one of the top wine lists ive seen turtles could only wish they could eat this turtle soup pork chop was succulent and tender the crispy oysters managed to taste light and sweet and the service was both charming and attentive,2017-10-28 22:01:53,5,52
hYonVJe6xzVBHHT2FLo4zg,312 Pizza Company,Nashville,TN,"Restaurants, Caterers, Italian, Hot Dogs, Pizza, Event Planning & Services, Sandwiches",Nvr9AM0g-07871dIrZKOtw,surprisingly delicious chicagostyle deep dish pizza one pie was enough for us 3 might have to order a second if you are a party of 4,2017-03-27 14:58:55,5,26
uJumjiVcHFLx6PV9rP-P1Q,Mr Ice Cream,Madeira Beach,FL,"Food, Ice Cream & Frozen Yogurt, Desserts",g0omP7XEVzZv6Ktcbfo9dQ,this place is really neat all ice cream is made to order right in front of you on a blast chiller i really think its all about the experience and uniqueness the variety as far as ice cream flavor is very limited today there were 12 flavor options im not sure if that changes daily or not they do offer unlimited toppings which helps spice up the flavors a bit the servings only appear to be big because of the large cup theyre served in but its a whole lotta empty space in that cup 1950 for 3 people isnt horribly expensive so i wont complain too much about serving size the consistency of this thai fried iced cream reminds me a lot of dippin dotslike super frozen very cold and quick to melt if you have sensitive teeth this stuff will hurt a little the matcha flavor is delicious if you like matcha and they add in fresh strawberries i chose to also top mine with fresh strawberries and a drizzle of strawberry chocolate syrup the coffee is so flavorful add a caramel drizzle to that and its a latte on your spoon the banana nutella was decent overall we really enjoyed it it was fun to watch but as far as beach ice creamwell you know haze is my favorite place,2017-04-10 02:31:47,4,223
4y5nCB6NWXRpjL8Spo1iuw,The Horse Tavern & Grill,Sellersville,PA,"American (New), Restaurants",KfvI2tbZvWIPjlvihGRtOQ,a group of four came in after a visit to the rotating display at the sellersville museum it was mr peanut and planters well worth a stop next time you are close but thats a different review on to the horse we started with beverages three local beers and a cocktail a dish of steamers in white sauce and the homemade beer battered pickles tasty only two of the steamers hadnt opened although we could have used crunchy bread to sop up the garlicky buttery juice pickles sliced twice the size of commercial pickles were just on the edge of too big but never fell over lightly battered a bit salty quite yummy three of the party all had the cuban sandwiches melted cheese oozing again with those snappy pickles the sandwich was good love to bite through the crispy crust i had the burger just to compare their bacon jam to mine and i was pleasantly surprised to have the flavor texture be right there juicy patty the jam made a wonderful counterpoint to be buttery bun that caught all the meaty goodness we come up once a year and well definitely be back our waitress was very nice sorry forgot her name,2018-08-14 19:18:30,4,204
Z_7GMx9mPm2J_pd8EZ907A,La Quinta Inn by Wyndham Nashville South,Nashville,TN,"Hotels, Hotels & Travel, Event Planning & Services",j682N1k_bTOSH8mM3c7Ujw,the staff was very friendly and helpful the room was very large and clean and the beds were very comfortable we had dogs with us and there was not a lot of room to walk them the hotel is right next to the freeway so it was a big noisy too but i would still recommend this hotel,2014-01-01 23:20:59,4,58
2wuS9TX2TQMh1FBwsYxpGg,Diamond Nail Spa,Indianapolis,IN,"Nail Salons, Beauty & Spas",lnR_BIhPTVwmL2OqQY2O6w,my first experience at diamond and i made an appointment for a manicure but that apparently wasnt necessary took a bit to get everything started everyone seemed preoccupied with other things had to have 2 tips put on and 1 was fine but the other was for a thumb nail that isnt normal and the tech ended up overlapping 2 of them together the result wasnt great it also didnt match the length of the other thumb nail the rest of my nails werent trimmed and filed to the same approximate length either i wont be back,2017-10-05 14:32:12,2,97
UtfuLzO7c2N0m8oogeu_SQ,Philadelphia Training Academy,Philadelphia,PA,"Gun/Rifle Ranges, Specialty Schools, Education, Active Life",jFNNvuYNSNFHK1jNGCFKZA,my brother took me to philadelphia archery and gun club for my first gun shooting experience hes a member here and has tried many of the shooting ranges around and in the city he brought along a 9mm and a rifle an sks or something i dont know i think it was of the russian assault variety he gave me a lot of information in a short period of time and i mostly retained the stuff i needed to know immediately we arrived and were greeted by some lackluster staff that had me show id and fill out a form before directing us upstairs to be fair it was after 730 and they close up around 830 or 9 the upstairs gentleman mike was really nice he liked my name and said it reminded him of something from sherlock holmes or hopalong cassidy and then proceeded to show me his dvd case for hopalong cassidy it was weird but i liked it i dont know what would happen if i had gone here without a member or someone skilled with guns so i cant say much about the staff on that level but nice is nice it was 5 for me to shoot since i was with a member apparently wednesday is ladies night and ladies shoot free so keep that in mind if you were blessed with girly parts the range is smallish with about eight or so lanes each is equipped with a target holder and controls for moving your target my brother brought zombie targets but the range has targets for sale i think if you need them according to my brother the ammunition is a little pricey but i dont know much about that i dont know that id go back and shoot again but it was a cool experience and i can scratch it off of my list,2010-01-11 16:35:43,4,313
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,Philadelphia,PA,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)",jaGDbDH7FjUTaKIJCcb3Qg,this place lives up to the hype we had the pickled herb cherry tomatoes and golden beets both were excellent although i would give a slight edge to the cherry tomatoes being my favorite i had the irish car bob shake the shake was very well executed thickness was just right and the taste was on point whiskey king man oh man this burger is the king of all burgers maple bourbon glazed cipollini rogue bleu cheese applewood bacon topped with foie gras just writing this review and reminiscing the heavenly bliss of eating this burger makes my mouth water and stomach growl fair warning though if you arent willing to get down and dirty this burger is not for you it is a monster of a burger that you need to take on with two hands and a big mouth the guys at village whiskey did an amazing job constructing the burger all the toppings goes inexplicably well together,2011-09-30 19:24:10,5,160
ZTtBlvY6JFm1mfmT6OyCtQ,Oreland Nail Salon,Oreland,PA,"Beauty & Spas, Nail Salons",cA9PmpjiKpzRobTh3j74yQ,this place does okay work my main complaint is that the place was kind of dirty not in a im afraid to get an infection way but there was nail dust everywhere the worst ive ever seen the technician even said they had been slow all day they were watching tv and had no customers when i came in you would think that they could use that time to clean up a bit,2014-11-12 23:24:27,2,73
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,Wesley Chapel,FL,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",rgXaJ2Ke7Da-UUAtA1yqeg,to start ive been coming to noble since they opened and have never experienced a better restaurant in the wesley chapel area it starts with the servers bartenders and managers who always welcome me with a smile and a friendly how are you or we havent seen you lately because of that noble has quickly become my version of cheers where everyone knows your name needless to say the staff always goes above and beyond to make all guests feel welcome if theres ever a question or concern you can guarantee that will jason or any other manager on that day will quickly attend and resolve the matter on top of the great staff the drinks and food are amazing ive never had a bad meal and ive tried most of the menu many people may not be aware that all of their ingredients are locally grown and sourced which makes each dish stand out from the competition also the menu is constantly evolving based off the season and available ingredients so theres plenty to try if youre looking for a classy unique establishment with excellent people in wesley chapel this is the place for you,2018-06-10 17:40:11,5,196
9zaXFApfobvEKgfGt-NUxA,Rittenhouse Hardware,Philadelphia,PA,"Hardware Stores, Shopping, Home & Garden",6JbKlPLiDFk6dzJ53z04rA,ive been in here plenty of times while working on small home projects while they obviously dont have the space as some of the bigger hardware chains the staff are always extremely helpful and seem genuinely interested in how they can assist like many other reviewers have said its a great neighborhood hardware store but expect to pay for the conveniencelocation,2013-10-15 23:50:51,5,61
fsFZQ2ZbTutgUlnWPhTU6A,J's Seafood Dock,New Orleans,LA,"Restaurants, Cajun/Creole, Seafood",vHWQvJbqDnAtAYxVXxJ8iQ,really really good food you cant go wrong here they display the food items they sell vs a simple menu if youre into oysters and crawfish this is the place,2017-03-04 18:53:21,5,30
Wndkw2PinAwTgjeUJOTdCg,Old World Coffee Lab - Midtown,Reno,NV,"Food, Coffee Roasteries, Coffee & Tea",V9TRCAqNeptmo8GPnO762g,serious crafted coffee without taking themselves too seriously great space to work or study its not cramped and dark like some other places my favorite in reno,2018-02-02 05:12:40,5,27
fBCv5Euudl9VieR870gwNg,Absolutli Goosed,Saint Louis,MO,"Food, Beer, Wine & Spirits, Nightlife, Bartenders, Lounges, Event Planning & Services, Restaurants, Bars, American (New)",AeRWRyjH1OkGpawhGNL2_Q,if youve spent any time with me youll learn that iiiii love cocktails especially in fun colors served in martini glasses i think this goes back to my days as a young un dreaming of all the fun and sophisticated times that awaited me as a grownup so i love any place with a menu bigger than most restaurants offer filled with pages and pages of cocktails including one whole page devoted to drinks named after bond girls these are strong cocktails as ive discovered after happily swilling too quickly so you definitely get your moneys worth ive been here when its packed and been here occupying one of the only tables and i generally have had a good time regardless they really respect fire codes which can be annoying when you want to squeeze in for a cocktail and the doorman insists you wait for people to clear out but i guess following the law isnt something i should deduct points for all in all my favorite cocktails in the city,2007-06-29 18:27:17,5,172
v8IbZ6wcvdyGqWpbDKDvfA,YO! Sushi,Tampa,FL,"Sushi Bars, Fast Food, Japanese, Restaurants",x02KwctUaE3lMPQHiuULfQ,i have been wanting to go to a sushi conveyor belt place for the longest time so when i finally got the chance to go to yo sushi i was so excited its located at intl mall on the ground floor in the middle of the mall by the escalators and godiva i went during lunch time with 3 people on a tuesday around 1 pm and was promptly seated i ordered about 6 plates 4 from the conveyor and 2 from my waiter the sushi was pretty good portions are small for the price but still okay i got this eggplant dish from the belt and it was so good i love eggplant the prices are determined by the color of the plates the price came out to about 25 for everything which wasnt bad considering getting 6 plates the salmon sushi plates were my favorite and the popcorn shrimp was so good only problem we had was one of the dishes my friend ordered tuna tataki took like 30 minutes to get to us i dont know if they put it on the belt accidentally or what but our waiter didnt seem too concerned about my friend waiting so long for what he ordered hopefully service is a bit better next time i go,2015-11-05 23:33:58,4,216
j8JOZvfeHEfUWq3gEz6ABQ,Bacchanal Fine Wine & Spirits,New Orleans,LA,"Jazz & Blues, Bars, Arts & Entertainment, Beer, Wine & Spirits, Wine Bars, Food, Nightlife",eWQS1_qTNtXZ79gl1G1kcA,bacchanal is a fun spot to meet friends they have a great outdoor section and an awesome wine selection we ordered tapas and really enjoyed the smoked shrimp dip,2017-08-30 01:40:45,4,29
_E0WPHfJEYmwOUCAj-Jq1A,Western Village Inn and Casino,Sparks,NV,"Casinos, Hotels, Arts & Entertainment, American (New), Restaurants, Event Planning & Services, Hotels & Travel",TsgCEDzHc4dW_3fP5HKT3w,had a great 2 night stay here plenty of parking great food options in house and the mrs hit the slots for a bit as well our room was very well kept and very spacious well definitely stay again when we get out that way,2015-06-22 15:26:49,5,45
VD2jA3aLp8MfR8BiWWKs0w,Cotoletta,Belmont Hills,PA,"Salad, Italian, Restaurants, Seafood, Pizza",sVtFC5vg34WCzIQ-Oi6ijg,had dinner here with friends tonight and everyone agreed that it was wonderful the food itself was delicious most notably the stuffed long hots chicken milanese and the meatballs the staff was so friendly and accommodating and service was impeccable the owner stopped by our table and introduced herself and she could not be any nicer we will definitely be back soon,2017-05-27 23:58:27,5,62
cx5rIVMN-FXwBkl2Kbot7w,North 30th Sports Pub & Grille,Tampa,FL,"Nightlife, Sports Bars, Bars, Restaurants, American (Traditional)",WdYorUCBcKHZV-cu65qSBg,we stayed at the holiday inn right next to north 30th and decided to head there for dinner after a long day at busch gardens great sports bar very clean lots of tvs showing all different sporting events staff was very friendly and we had nice quick service food was good and we were all very happywe hung around for a bit after finishing our meal and had a few drinks which were well made and much needed after dealing with our kids at the theme park all day we had our own liquor in our hotel room however we enjoyed the setting here and did not want to go back to our room just yet so it was nice to sit and enjoy our drinks without feeling rushed to leave will definitely eat here again the next time we are in tampa,2018-07-08 17:19:58,5,143
iKeEhlGU9R8vUchNwF5__Q,Dewey's Pizza,Edwardsville,IL,"Restaurants, Pizza, Italian, Salad, Gluten-Free",jS_1QxVolId6tqOo6V8Aew,went here to eat and were very impressed had a harvest saladwhich was excellent we had a pizza that was half mushroom the other was the bronx bomberthey had a totally different taste from one anotherbut thats what made it so good the staff was quite friendly and our waitress was very knowledgeable on their productwe will definitely be back,2015-10-10 15:35:06,5,60
UCMSWPqzXjd7QHq7v8PJjQ,Prep & Pastry,Tucson,AZ,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",8coeWfB5d7T5D9P9Ss-ziQ,this place is amazing delicious mimosas food and pastries best place for breakfast in tuscon and you can join waitlist online try it you wont be disappointed,2017-12-18 01:26:08,5,27
HdxKEFAKkdyWlVrAkuMvlg,Public Storage,Tucson,AZ,"Local Services, Self Storage, Sewing & Alterations",hWi_DUjtdzMBxdHQ_6cq7Q,i called public storage in tucson and reserved a climate controlled unit at this location when i arrived with the truck i had just driven alone from nc to tucson that was full of furniture i was told i did not reserve climate controlled the two ladies in the officeaysha and im not sure the other ones name that was there at the timeacted like they had no idea of anything at all or what went wrong they offered to let me take a unit twice as large much larger than i needed at twice the price i drove to the other location to speak in person with the person who i had spoken with on the phone to make the reservation even though we had said climate controlled multiple times i thought perhaps he had made a mistake on the reservation and could help me out other than offering me that unit at twice the price or a unit too small for my stuff this location wouldnt offer anything when i arrived he said he remembered me and double checked my reservationconfirming as i thought that it was for climate controlled when he called the houghton location they told him that when my reservation was made they came back with another customer who wanted a climate controlled unit and gave her mine at that time they changed my reservation so not only did they 1 give away a unit for which i had a confirmed reservation but they also 2 changed my reservation without notifying me 3 lied to me about my reservation and pretended they knew nothing when both of them were clearly perfectly aware of what they had done 4 offered nothing but to make me pay double for a years worth of storage to pay them for lying to me and taking away my reservation honestly to the poster below if you were the end of this may it makes me wonder if my reserved unit is the one that suddenly became available i did not arrive outside of my reservation window came in the same day it was made and didnt cancel it or do anything that would have made it available but it was given to another customer,2013-06-06 00:12:56,1,374
qKTjtjNSHNj8g2ugXlmkTA,Kitchen Conservatory,Saint Louis,MO,"Education, Cooking Schools, Home & Garden, Shopping, Kitchen Supplies, Specialty Schools, Kitchen & Bath",6aqvsRTYAjcb29QG62QY-w,this review is of a cooking class my husband and i took here we received a gift certificate and were able to attend any class of our choice they have a huge selection of classes and things to make we chose a paella date night class we were taught the recipes to make sangria a seafood paella and a chicken paella first of all for some reason i pictured going into a home ec type situation with individual kitchens and tools that is not the case they have two kitchens but a different class is being offered in each kitchen the process for what you are cooking is explained step by step but you only participate in one or two steps the class had over 15 people in it and so each person is delegated small tasks one person peels the potatoes and another person slices it one person mans the oven and another person squeezes lemons etc i must say that this disappointed me because you really dont lean many if any skills this way the instructor did not really explain how the proper way to do said task was unless you were doing it incorrectly i am not sure if the class would have been different had an actual kitchen conservatory staff instructor was teaching it but we really didnt learn much from the chef the classes are quite pricey and while it was a fun experience i would not spend the money again because the take away is small i would recommend more individualized instruction and for more skills to be taught,2015-01-06 18:33:27,4,265
fk319T8iPMAGipSXBPFa0Q,Puglia's Sporting Goods,Metairie,LA,"Shopping, Archery, Active Life, Sporting Goods, Guns & Ammo, Outdoor Gear, Hunting & Fishing Supplies",mYsLByEy35H0OggRqBdFug,this is a great locally owned and operated sporting goods store that focuses primarily on hunting and fishing they have a limited selection of clothing items and frequently offer great sales on colombia fishing shirts if you need anything in the area of firearms or fishing equipment this place often has items that are difficult or impossible to find at other area stores,2012-12-07 18:46:45,4,63
xT41eqUSsM_MDE1Vjhq20A,SoFresh,Tampa,FL,"Gluten-Free, Food, American (Traditional), Wraps, Vegan, Juice Bars & Smoothies, Salad, American (New), Restaurants",LaovPkEdYTYqU2U9ZN9b7A,if youre looking for fast casual meal that is healthy and delicious this place is the spot the prices are great and everything is cooked to order so nothing is sitting around waiting for you to order the prices were great almost everything was 10 and that included hot chicken or tofu lunch was crowded and i waited about 10 minutes to get my meal so id call ahead if youre on a time crunch definitely using this place to drop a few pounds,2015-02-20 02:45:36,5,84
AWJyivVwe3t9BO-k8D0ynQ,Cafe Square One,Philadelphia,PA,"Food, Coffee & Tea, Cafes, Salad, Sandwiches, Sushi Bars, Restaurants, Breakfast & Brunch",cL09KbLXPNImlJhYaLZr5Q,you know when someone tries to do so many things that they cant really do any of them well thats exactly how i feel about cafe square one their menu is super extensive and they boast that you can pretty much make any accommodation you wish which is nice for those picky souls ive had an array of items here from salads to bagels and i wasnt very impressed with any of them service is friendly but very slow even when youre the only customer the smoothies are a solid 4stars though and i will certainly return for those,2015-07-18 17:29:14,3,99
vSQPjQYfMDBRS3bQ15zlGA,Siamese Princess,Ardmore,PA,"Restaurants, Thai",JBroDo2XE8iNIbh__4ne4Q,great thai food for a good price i love the small cozy atmosphere and the service is good the spring rolls and veggie rolls are delicious i like the salmon with apricot sauce the drunked noodles and the chicken is tender in all the dishes my favorite though is always getting the whole fishdelish,2012-05-03 15:48:23,4,54
zun6IVJa7wYe3wAPqWnPGw,PokeDoke,St. Louis,MO,"Sushi Bars, Bubble Tea, Hawaiian, Food, Poke, Restaurants",pb7E554hFFMjEcbMMUyoAw,i seriously love this place so fresh so yummy and such a great local business with very friendly staff great prices too i love that they have a lot of healthy options and nonsushi options like grilled chicken tofu and shrimp for weird people like my mom who dont like sushi thanks for bringing poke to st louis,2018-02-02 00:36:12,5,58
GBTPC53ZrG1ZBY3DT8Mbcw,Luke,New Orleans,LA,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch",-VzusjnASxsFnO7oPtv25Q,i went here for breakfastbrunch on a sunday morning service was great and it wasnt packed we had a group of 6 and they were able to seat us right away the menu was small and didnt have a ton of options but they had the breakfast basics and everything was of the highest quality with some picky eaters and 2 vegetarians in the group the limited menu still had something for everyone i highly recommend the jalapeo grits not spicy but great flavor,2014-01-19 19:42:54,4,84
D73evJ9PZKxO3E5TaThe3w,Superior Grill,New Orleans,LA,"Tex-Mex, Mexican, Restaurants",bO-nWIf6OnVpZtnX2MCVyQ,what is there to say that hasnt already been said forgive my redundancy the majority of food here isnt even texmexmaybe 1950s texmex plain cheese or meat only fillings with gobs of cheese on top they have changed the menu since i was last here to eatabout a year ago it now features some items with essentially no description eg chicken enchiladasno description of the sauce or toppings so what am i supposed to assume that it is just plain chicken rolled in a tortilla and served dry i asked what sauce it comes with and offered suggestions ranchero verde suizas the waiter then said oh yeah you want suizas well ok yes i like the suizas so thats what i got i still have no idea what sauce the enchiladas come with now and there are no indications on the menu that you would pick a sauce i would say most of the menu here is decenti have also enjoyed the fajitas quesadillas and tacos al carbon on occasion no it is certainly not an out of this world mexican restaurant but its not bad food by any means i find the salsa to be more than acceptable flavorful and fresh though mild and the queso is thin and slightly lacking in flavor but still hits the spotespecially compared to some of the other mexican restaurants in town most everything on the menu is overpriced but hey welcome to new orleans and get used to itthis wont be the first or last restaurant that meets that description the margaritas are only worth the price during happy hour mardi gras or cinco de mayo they are definitely strong but outside of happy hour or the convenience of them during mardi gras i wouldnt waste my time as they really dont taste very good being a texan i am of the distinct opinion that margaritas come only on the rocks but of course frozen are the most popular type here so people may enjoy the flavored frozen mixes more the best thing about superior grill is that they can handle a crowd i have attended and yes even hosted many a large party here work birthday girls nights etc with 20 people and they welcome it with no problem they also have a pretty consistent staff i recognized one of the waiters from the last time i was there a year ago that is almost always friendly if you have ever been here during mardi gras when they continue operating and serving food while the parades roll 20 feet away or cinco de mayo then you know it can get very busy and they still manage to negotiate servicea regular night is no big deal overall this is one of those new orleans nostalgia places for me and mostly holds a place in my heart for all of the well lubricated memories friends and i have enjoyed visit because you like strong drinks close stops to the streetcar and a nice patio to eat on but dont set your expectations too high for the cuisine,2012-05-31 00:41:24,3,514
rVfe1LHo55A2fworkm_jVw,Capofitto,Philadelphia,PA,"Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Restaurants, Pizza",hIfcdDHSmVhypozBz0rWqQ,the best gelato and very good pizza we came between brunch and dinner so ate at bar had a bottle of the best pizza wineand likedit ordered two pizzas for the three of us plenty and i eat a lot of pizza pizza reminds me very much of vetri and similarly priced expensive excellent ingredients the style has a soft middle crust almost white and underdone to me which apparently is authentic otherwise i would ask for a little more well done but that might be an insult you tuck and fold the middle to eat i mean its delicious but i feel i shovel too much in that way and lose the individual taste of the fabulous toppings the outside crust was puffy and tender nice bartender service and he was really runnng around i think it was a surprisingly busy day downtown the gelato is always amazing im in a rut i always get the thai coconut and something chocolate or coffee some day i will have had my fill of coconut and try other flavors no i wont,2017-02-19 13:06:09,4,181
wn1rS1Ga9xZ1BIMffnJW5A,Applebee's Grill + Bar,Sicklerville,NJ,"Fast Food, Burgers, Nightlife, Bars, American (Traditional), Chicken Wings, Sports Bars, Steakhouses, Restaurants",T2hjVEzVvVOowpHYoc_sgA,ppl this is a chain you really think this is quality food and dining first of all your in sicklerville so stop however if you know what to expect you wont be disappointed have a seat at the bar service is usually great if your lucky enough to go when kristyn kristen or dee are working they are awesome friendly and make the subpar food experience much better,2016-03-19 21:02:30,4,68
REt83ozDeIl6fCYZuAjNrA,Tran's Chinese Food Cart,Philadelphia,PA,"Chinese, Food Stands, Food, Food Trucks, Restaurants",mJK8Z_O7OhQyxMO1gpiRpw,delicious cheap chinese food usually drop in about once a week a friend recommended a chicken egg foo young and im completely hooked its the only thing i order and i have no plans to change food and a drink for 5 is hard to beat,2014-04-22 14:23:42,5,46
37BpNvlEAT6WVGsksrHbBQ,Batter'd & Fried Boston Seafood House,Nashville,TN,"Sushi Bars, Fish & Chips, American (Traditional), Nightlife, Bars, Seafood, Pubs, Restaurants",t24cyMnixXJ9auOW-cD4kw,i am an honest reviewer and not a picky eater but i do so hate to pay for food i could make better at home andor is obviously from the freezer i dont care for pomp and ambiance if the food is lack luster this place was such a treat two for one oysters sushi and perfectly fried cod shrimp and some of the best onion rings i have ever had at a restaurant our food was out in 10 minutes and we paid less than you would at your normal run of the mill chain place ive already told friends about it and plan to go back next week,2017-10-25 14:41:59,5,110
O3JyUZS0wzsApHJ1h10Ndg,The HandleBar,Indianapolis,IN,"Hotels & Travel, Active Life, Pubs, Tours, Event Planning & Services, Nightlife, Bars, Party Bus Rentals, Bike Rentals",y0SvsFOscxtGplThbIqU7w,this is definitely a fun activity to do with friends family coworkers etc its definitely changed since i tried it the first time i went a few years ago and each stop was a bar so we really really enjoyed ourselves ha my second time 2 of the 4 stops were at the circle then the wwii monument not that it wasnt interesting it seemed kind disrespectful drinking at the war monument and when we were there it was memorial day weekend so all the flags were up i felt kind of uncomfortable i like the fact we do get to bring our own drinks and peddle and drink wish we stopped at more bars like we did my first go around but its still fun hopefully they rethink the wwii monument but besides that its reasonably priced a fun afternoon parking wise was also different than my first time we met at a bar instead of where they launch the handlebars wish they were more specific on where to park or where you can park some of us paid for parking and others didnt kind of all over the place regarding parking but once again very fun and i suggest trying it out,2017-10-11 00:59:45,3,204
2brttsiFBlW8070dsPzQDA,First Watch,Indianapolis,IN,"Breakfast & Brunch, Restaurants, Cafes, American (New), American (Traditional)",SwsT4cISmKKUgiNe9qh53w,service slow eggs benedict hollandaise out of a plastic packet or tub breakfast menu overall edible but meh best thing about it is a handy downtown location and at least they have some booths,2014-11-12 22:39:04,2,34
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,Philadelphia,PA,"Mexican, Tex-Mex, Restaurants, Barbeque",MD4QWUPIDvyU9nHzRoDgSw,if youre reading this update in isolation not in the sense that youre in solitary confinement but in the sense that youre not reading it along with my penang update i recommend you go to phillymonicayelpcom now as part of my morning goals for the day i promised i wouldnt drink or eat carbs but would instead opt for a salad and go to the gym while i did go to the gym i failed to not drink at lunch i downed 2 margaritas one with canton ginger liqueur instead of tequila and a cantonbourbonarita they were all so delicious i couldnt help but allow one to follow the other i did order a taco salad though great food but unsuccessful day folks better luck tomorrow,2009-06-11 01:48:43,5,126
7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,Pinellas Park,FL,"Food, Bakeries, Asian Fusion, Vietnamese, Restaurants, Specialty Food, Delis, Sandwiches, Bubble Tea, Soup",hJB_tve8p_rDE2sGGooLhA,this place is pretty casual and quaint the prices are quite good for what you get they seemed a little understaffed maybe they offer a lot of good options and i asked the staff which one between the curry and the chicken chili paste and he recommended the chicken chili paste it only took a few minutes 510 for the food to come out we also got a crab rangoon appetizer the crab rangoon kind of had a strange taste to it not sure what it was but i didnt care for it much and didnt finish my other 2 pieces the chicken on the other hand was fantastic a large portion and it was delicious not too spicy with plenty of rice to go with it would definitely recommend this place in the future for good eats,2017-07-13 00:30:31,4,138
0ndzIekJs0PRPA5Aoz9sow,Morning Call Coffee Stand,Metairie,LA,"Coffee & Tea, Restaurants, Food",gzRPCTdsQuP0zfV8F4Eacg,hands down these are the best beignets in town you will go to cafe dumond just have been there but to enjoy really great beignets go to morning call,2013-10-27 05:14:29,5,29
IbndcMURguByburM72o3SA,State Street Kitchen,Newtown,PA,"Korean, American (Traditional), Sandwiches, Cheesesteaks, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",bdyB-zyL4wACVuBCwg_vig,i had coffee and the pumpkin pecan hot cakes they were good service was good place is jam packed with your neighbor sitting right on top of you i dont see what all the fuss is about,2014-10-28 22:36:25,3,37
A21srfWbl97OWsCn2lK-0Q,El Gallo Grande,St. Petersburg,FL,"Beer, Wine & Spirits, Mexican, Bars, Food, Sports Bars, Restaurants, Nightlife, Specialty Food, Ethnic Food",JLtiG10eroKxBeyCyWw_3A,definite improvement we went here about a year ago and left disappointed we just went today and had great service and the food wasnt bad either had some house margaritas during happy hour and they werent the strongest but for 3 ill take it we also ordered a steak burrito and veggie platter with queso fundido as an appetizer next time yes next time well probably change it up and try the guacamole and fajitas my confidence has been restored a bit in this place the only major complaint i had was the salsa is just awful drinks appetizer and two entrees for a little over 30 not bad,2016-06-14 23:25:42,4,109
EDjEVzmoQVHzboFqC-M6Ew,Local Taco,Nashville,TN,"Food, Tex-Mex, Restaurants, Mexican, Breakfast & Brunch",48wp6qq1hZdbp4-mkDtFHA,perfect little place to stop in for good food and drinks for an even better price something you dont find everywhere the fish tacos were good not the best but for the price and how quickly they were prepared i was very happy my friends raved about their korean bbq tacos so if thats your type give em a try because you can at least know your wallet wont regret it the bar and inside area fills up quickly with a crowd but outside is where its at anyway they have it all set up without too much atmosphere so you and your friends can spread out,2014-05-07 23:03:58,4,107
